round,sample_id,gt,llm_label_raw,llm_label,confidence,parse_ok,agreement,error_type,prompt_tokens,completion_tokens,latency_ms,phishing_type,source
14,481,1,phish,1,0.92,1,1,,2029,381,5363.135569001315,credential_harvesting,llm
14,524,1,benign,0,0.98,1,0,FN,3295,362,6275.483334000455,legitimate,llm
14,370,1,benign,0,0.95,1,0,FN,3263,382,5348.92997101997,legitimate,llm
14,584,1,phish,1,0.97,1,1,,3294,385,4183.382300980156,credential_harvesting,llm
14,4121,0,benign,0,0.95,1,1,,3294,514,5811.645515001146,legitimate,llm
14,826,1,benign,0,0.98,1,0,FN,3243,334,4845.633657998405,legitimate,llm
14,183,1,benign,0,0.98,1,0,FN,5236,348,13663.743679004256,legitimate,llm
14,745,1,benign,0,0.99,1,0,FN,3216,498,13768.351339997025,legitimate,llm
14,518,1,benign,0,0.95,1,0,FN,3227,370,3419.010898011038,legitimate,llm
14,156,1,benign,0,0.99,1,0,FN,5236,307,4157.094071008032,legitimate,llm
14,66,1,phish,1,0.88,1,1,,3796,375,5162.606041994877,brand_impersonation,llm
14,86,1,benign,0,0.98,1,0,FN,3702,405,6905.558253987692,legitimate,llm
14,2187,1,benign,0,0.95,1,0,FN,3932,248,4468.696555995848,legitimate,llm
14,284,1,benign,0,0.85,1,0,FN,3929,347,4044.571353995707,legitimate,llm
14,754,1,benign,0,0.95,1,0,FN,4132,345,3109.0473759977613,legitimate,llm
14,750,1,benign,0,0.95,1,0,FN,3250,297,2998.2421470049303,legitimate,llm
14,190,1,phish,1,0.92,1,1,,3245,388,3351.207213010639,brand_impersonation,llm
14,4127,0,benign,0,0.98,1,1,,4550,437,4391.217220982071,legitimate,llm
14,4632,0,benign,0,0.98,1,1,,3356,404,4895.3390100214165,legitimate,llm
14,448,1,benign,0,0.95,1,0,FN,4135,420,6248.045746993739,legitimate,llm
14,4010,0,benign,0,0.99,1,1,,3316,334,3087.4547040148173,legitimate,llm
14,4005,0,benign,0,0.99,1,1,,3524,463,5354.000879015075,legitimate,llm
14,4248,0,benign,0,0.99,1,1,,3622,470,5162.4523059872445,legitimate,llm
14,763,1,benign,0,0.95,1,0,FN,4136,338,13688.567984994734,legitimate,llm
14,916,1,benign,0,0.95,1,0,FN,3211,372,13144.45265798713,legitimate,llm
14,4284,0,benign,0,0.98,1,1,,3562,395,7822.125225997297,legitimate,
14,4078,0,benign,0,0.99,1,1,,3634,274,8069.243798992829,legitimate,llm
14,305,1,phish,1,0.92,1,1,,3500,409,4908.951543009607,brand_impersonation,llm
14,816,1,benign,0,0.99,1,0,FN,3295,286,3628.899889998138,legitimate,llm
14,4926,0,benign,0,0.99,1,1,,3995,275,4603.688767005224,legitimate,llm
14,10,1,benign,0,0.95,1,0,FN,3425,437,6381.778667011531,legitimate,llm
14,4680,0,benign,0,0.99,1,1,,3630,365,4457.184074999532,legitimate,
14,118,1,benign,0,0.95,1,0,FN,3225,389,3303.4542379900813,legitimate,llm
14,3739,0,benign,0,0.99,1,1,,3090,277,7322.363079991192,legitimate,
14,1446,1,benign,0,0.98,1,0,FN,5018,465,8543.407999997726,legitimate,llm
14,2636,0,benign,0,0.99,1,1,,3757,388,4733.003471017582,legitimate,llm
14,3058,0,benign,0,0.99,1,1,,3093,325,4770.996948995162,legitimate,
14,3737,0,benign,0,0.99,1,1,,3875,391,3741.389242990408,legitimate,llm
14,3685,0,benign,0,0.98,1,1,,2752,379,3721.8815189844463,legitimate,llm
14,4369,0,benign,0,0.99,1,1,,3691,304,3393.338797992328,legitimate,llm
14,4186,0,benign,0,0.99,1,1,,3360,402,7236.258700984763,legitimate,llm
14,3061,0,benign,0,0.99,1,1,,3666,362,7366.902786976425,legitimate,llm
14,85,1,phish,1,0.92,1,1,,3348,471,5138.071185996523,credential_harvesting,llm
14,2690,0,benign,0,0.99,1,1,,4577,389,5682.72437597625,legitimate,llm
14,2967,0,benign,0,0.98,1,1,,3899,370,3553.720323019661,legitimate,llm
15,1093,1,phish,1,0.97,1,1,,1399,343,4734.814124007244,credential_harvesting,llm
15,1058,1,phish,1,0.92,1,1,,1763,326,4437.665993027622,credential_harvesting,llm
15,1266,1,phish,1,0.92,1,1,,5244,338,5311.356179008726,brand_impersonation,llm
15,1253,1,phish,1,0.92,1,1,,2032,381,12248.243395006284,credential_harvesting,llm
15,2025,1,benign,0,0.95,1,0,FN,3268,371,2868.03500901442,legitimate,llm
15,1559,1,benign,0,0.95,1,0,FN,3813,473,5663.155297021149,legitimate,llm
15,2334,1,phish,1,0.92,1,1,,3178,397,6704.985176009359,credential_harvesting,llm
15,1409,1,benign,0,0.95,1,0,FN,2837,314,4696.27637101803,legitimate,llm
15,1153,1,benign,0,0.98,1,0,FN,3287,374,4442.247882980155,legitimate,llm
15,612,1,phish,1,0.85,1,1,,2519,431,5639.555254980223,brand_impersonation,llm
15,1854,1,benign,0,0.98,1,0,FN,5227,389,11525.459554017289,legitimate,llm
15,995,1,benign,0,0.99,1,0,FN,3333,424,5333.297663019039,legitimate,llm
15,1523,1,benign,0,0.92,1,0,FN,1030,299,4052.841716009425,legitimate,llm
15,1864,1,phish,1,0.93,1,1,,3630,358,6296.406960987952,credential_harvesting,llm
15,2661,0,benign,0,0.98,1,1,,3412,396,7396.717536001233,legitimate,
15,2272,1,benign,0,0.95,1,0,FN,3500,330,5957.702170999255,legitimate,llm
15,4941,0,benign,0,0.95,1,1,,3654,353,43693.42462901841,legitimate,llm
15,2004,1,benign,0,0.95,1,0,FN,5160,316,3574.44393899641,legitimate,llm
15,3048,0,benign,0,0.98,1,1,,4329,551,6184.874043014133,legitimate,llm
15,2917,0,benign,0,0.95,1,1,,3717,415,5856.348744011484,legitimate,llm
15,2938,0,benign,0,0.98,1,1,,3906,315,3267.5655850034673,legitimate,llm
15,2841,0,benign,0,0.99,1,1,,3683,444,5222.064970002975,legitimate,llm
15,4007,0,benign,0,0.99,1,1,,3094,283,3228.191346017411,legitimate,llm
15,1112,1,benign,0,0.95,1,0,FN,3933,356,2990.9826579969376,legitimate,llm
15,327,1,phish,1,0.85,1,1,,3657,417,5561.502826982178,credential_harvesting,llm
15,4052,0,benign,0,0.99,1,1,,4103,381,4556.7833649984095,legitimate,llm
15,4719,0,benign,0,0.99,1,1,,3837,319,4320.141892996617,legitimate,llm
15,4413,0,benign,0,0.99,1,1,,3453,403,2871.1263190198224,legitimate,llm
15,2757,0,benign,0,0.95,1,1,,3592,426,4291.801454004599,legitimate,llm
15,2864,0,benign,0,0.99,1,1,,3053,351,6105.521214019973,legitimate,llm
15,4738,0,benign,0,0.99,1,1,,3545,338,4453.506727004424,legitimate,llm
15,2583,0,benign,0,0.98,1,1,,3472,297,5873.926080996171,legitimate,llm
15,4287,0,benign,0,0.99,1,1,,3050,295,7190.626833005808,legitimate,llm
15,3937,0,benign,0,0.98,1,1,,3663,412,6673.606866999762,legitimate,llm
15,3203,0,benign,0,0.99,1,1,,3128,382,5848.240252991673,legitimate,llm
15,4390,0,,,,0,,,,,3446.2969549931586,,llm
15,2986,0,benign,0,0.99,1,1,,3249,349,4736.106476018904,legitimate,llm
15,4794,0,benign,0,0.95,1,1,,4201,390,5130.796776997158,legitimate,llm
15,1770,1,phish,1,0.92,1,1,,3525,355,4799.2687780060805,brand_impersonation,llm
15,3051,0,benign,0,0.99,1,1,,3054,307,3292.2074670204893,legitimate,llm
15,3883,0,benign,0,0.98,1,1,,3078,348,5813.733658986166,legitimate,
15,3731,0,benign,0,0.99,1,1,,3705,289,4881.003376009176,legitimate,llm
15,2995,0,benign,0,0.98,1,1,,3385,402,5693.723932985449,legitimate,llm
15,2637,0,benign,0,0.99,1,1,,3311,349,4572.175595996669,legitimate,llm
15,2703,0,benign,0,0.99,1,1,,3034,286,2201.7548970179632,legitimate,llm
15,4996,0,benign,0,0.95,1,1,,3055,383,6060.926111997105,legitimate,llm
15,3343,0,benign,0,0.95,1,1,,1289,407,4714.025216002483,legitimate,llm
15,3177,0,benign,0,0.99,1,1,,3682,416,4204.4754050148185,legitimate,llm
15,4298,0,benign,0,0.99,1,1,,3128,357,5728.809277003165,legitimate,llm
15,4543,0,benign,0,0.99,1,1,,3601,414,4959.863509982824,legitimate,llm
16,3333,0,benign,0,0.97,1,1,,3760,431,5215.97114900942,legitimate,llm
16,1820,1,benign,0,0.95,1,0,FN,3916,327,4547.82262200024,legitimate,llm
16,3913,0,benign,0,0.95,1,1,,3306,476,5345.377643010579,legitimate,llm
16,2422,1,phish,1,0.92,1,1,,3021,521,8606.844032008667,brand_impersonation,llm
16,732,1,phish,1,0.92,1,1,,2116,539,4277.776404982433,credential_harvesting,llm
16,1699,1,benign,0,0.95,1,0,FN,3971,300,3117.7346740150824,legitimate,llm
16,1682,1,benign,0,0.95,1,0,FN,2187,338,4428.82883400307,legitimate,llm
16,1781,1,benign,0,0.95,1,0,FN,2468,308,4489.929024974117,legitimate,llm
16,703,1,phish,1,0.92,1,1,,2803,355,5790.824058989529,brand_impersonation,llm
16,1416,1,benign,0,0.95,1,0,FN,3976,428,6304.721163993236,legitimate,llm
16,2594,0,benign,0,0.99,1,1,,3341,324,4660.005423007533,legitimate,llm
16,2964,0,benign,0,0.99,1,1,,3857,395,4896.08032401884,legitimate,llm
16,2878,0,benign,0,0.95,1,1,,3334,386,4687.822791020153,legitimate,llm
16,408,1,benign,0,0.95,1,0,FN,3286,463,9569.134541001404,legitimate,llm
16,3451,0,benign,0,0.95,1,1,,3378,351,3813.5741039877757,legitimate,llm
16,2842,0,benign,0,0.99,1,1,,3736,329,2806.479096005205,legitimate,llm
16,2632,0,benign,0,0.98,1,1,,4496,419,5138.913917005993,legitimate,llm
16,3111,0,benign,0,0.95,1,1,,3192,373,5527.510931977304,legitimate,llm
16,2838,0,benign,0,0.95,1,1,,3375,292,5157.949400017969,legitimate,llm
16,4776,0,benign,0,0.99,1,1,,3561,401,3127.849820011761,legitimate,llm
16,3305,0,benign,0,0.98,1,1,,3693,423,4710.320069018053,legitimate,llm
16,2823,0,benign,0,0.99,1,1,,3675,432,4135.492261993932,legitimate,llm
16,4475,0,benign,0,0.99,1,1,,3308,455,7476.943472021958,legitimate,llm
16,1971,1,phish,1,0.95,1,1,,1906,444,6818.56782300747,credential_harvesting,llm
16,3855,0,benign,0,0.99,1,1,,4195,433,7117.91981101851,legitimate,llm
16,3839,0,benign,0,0.99,1,1,,3975,382,5361.576936003985,legitimate,llm
16,2890,0,benign,0,0.99,1,1,,3281,321,4906.479466008022,legitimate,llm
16,4818,0,benign,0,0.98,1,1,,3841,364,4651.981159986462,legitimate,llm
16,3171,0,benign,0,0.99,1,1,,3933,425,4857.344275980722,legitimate,llm
16,3881,0,benign,0,0.98,1,1,,4965,408,5820.776182983536,legitimate,llm
16,3046,0,benign,0,0.99,1,1,,3319,318,7328.948545997264,legitimate,llm
16,2829,0,benign,0,0.99,1,1,,3366,321,6697.8560499846935,legitimate,llm
16,2098,1,phish,1,0.85,1,1,,3734,437,5212.001185020199,brand_impersonation,llm
16,3081,0,benign,0,0.99,1,1,,3882,373,4398.139265016653,legitimate,llm
16,4346,0,benign,0,0.98,1,1,,4169,439,13216.480526025407,legitimate,llm
16,160,1,phish,1,0.85,1,1,,2055,381,3350.650565989781,credential_harvesting,llm
16,2979,0,benign,0,0.98,1,1,,3349,620,9066.517960978672,legitimate,llm
16,3359,0,benign,0,0.99,1,1,,3403,426,7410.625662014354,legitimate,llm
16,2854,0,benign,0,0.98,1,1,,3182,396,2820.6570469774306,legitimate,llm
16,4736,0,benign,0,0.99,1,1,,3692,323,4195.892443007324,legitimate,llm
16,1140,1,phish,1,0.85,1,1,,4067,427,3543.237872014288,credential_harvesting,llm
16,3170,0,benign,0,0.98,1,1,,3303,376,5310.077722999267,legitimate,llm
16,2868,0,benign,0,0.99,1,1,,3335,343,2855.952084006276,legitimate,llm
16,4560,0,benign,0,0.99,1,1,,3869,466,5047.857030003797,legitimate,llm
16,3897,0,benign,0,0.98,1,1,,3669,419,6022.519054997247,legitimate,llm
16,12,1,benign,0,0.95,1,0,FN,2579,292,3329.887683998095,legitimate,llm
16,3073,0,benign,0,0.99,1,1,,3393,339,5336.787131003803,legitimate,llm
16,2910,0,benign,0,0.95,1,1,,3778,401,4750.479322014144,legitimate,llm
16,621,1,phish,1,0.92,1,1,,3997,394,5012.0684709982015,scam,llm
16,573,1,benign,0,0.95,1,0,FN,4132,376,4736.016454990022,legitimate,llm
17,68,1,benign,0,0.95,1,0,FN,2043,373,3684.921106992988,legitimate,llm
17,3756,0,benign,0,0.98,1,1,,3170,303,5946.147835988086,legitimate,llm
17,1461,1,phish,1,0.99,1,1,,5436,387,4972.280140995281,credential_harvesting,llm
17,2325,1,phish,1,0.95,1,1,,3975,418,3772.1758510160726,credential_harvesting,llm
17,3416,0,benign,0,0.99,1,1,,4311,405,3503.8469980063383,legitimate,llm
17,550,1,phish,1,0.98,1,1,,2903,481,5845.797665009741,credential_harvesting,llm
17,795,1,phish,1,0.92,1,1,,1708,402,4703.0989679915365,brand_impersonation,llm
17,220,1,benign,0,0.95,1,0,FN,4966,386,3770.856614020886,legitimate,llm
17,1790,1,benign,0,0.95,1,0,FN,3201,414,5054.737972008297,legitimate,llm
17,356,1,phish,1,0.92,1,1,,1763,363,2702.9489429842215,credential_harvesting,llm
17,315,1,phish,1,0.85,1,1,,1278,433,4940.192145993933,credential_harvesting,llm
17,603,1,benign,0,0.95,1,0,FN,2119,310,3040.250438993098,legitimate,llm
17,3458,0,benign,0,0.95,1,1,,3167,313,3020.541869016597,legitimate,llm
17,333,1,phish,1,0.92,1,1,,4528,434,4117.983281990746,credential_harvesting,llm
17,4128,0,benign,0,0.95,1,1,,2003,348,4695.433718996355,legitimate,llm
17,2070,1,phish,1,0.85,1,1,,1060,362,4085.3773200069554,credential_harvesting,llm
17,4244,0,benign,0,0.99,1,1,,4229,268,3013.4250500123017,legitimate,
17,400,1,benign,0,0.85,1,0,FN,3470,354,3379.0363330044784,legitimate,llm
17,4617,0,benign,0,0.99,1,1,,3440,385,3486.9875000149477,legitimate,llm
17,4057,0,benign,0,0.99,1,1,,5351,365,3449.7714699828066,legitimate,llm
17,4051,0,benign,0,0.95,1,1,,3329,379,3468.9474389888346,legitimate,llm
17,4578,0,benign,0,0.99,1,1,,3656,410,3617.4154820037074,legitimate,llm
17,1392,1,phish,1,0.92,1,1,,3651,368,2703.5891989944503,scam,llm
17,2908,0,benign,0,0.99,1,1,,3359,420,6072.0440989825875,legitimate,llm
17,128,1,benign,0,0.95,1,0,FN,1717,316,5122.521365992725,legitimate,llm
17,1940,1,phish,1,0.92,1,1,,3382,405,5706.170449004276,brand_impersonation,llm
17,4445,0,benign,0,0.99,1,1,,3365,443,6145.259443001123,legitimate,llm
17,3008,0,benign,0,0.99,1,1,,3498,344,5687.581903999671,legitimate,llm
17,3918,0,,,,0,,,,,5428.077346994542,,llm
17,1018,1,benign,0,0.99,1,0,FN,930,271,2992.058122996241,legitimate,llm
17,4464,0,benign,0,0.99,1,1,,3523,380,5474.917412997456,legitimate,llm
17,3847,0,benign,0,0.99,1,1,,3437,401,4096.998890017858,legitimate,llm
17,2245,1,phish,1,0.85,1,1,,3779,397,4314.477003004868,brand_impersonation,llm
17,4090,0,benign,0,0.99,1,1,,3500,411,3246.5970659977756,legitimate,llm
17,2500,0,benign,0,0.98,1,1,,3130,344,7026.705897005741,legitimate,llm
17,3890,0,benign,0,0.99,1,1,,3803,318,3082.7101359900553,legitimate,llm
17,4247,0,benign,0,0.99,1,1,,3964,451,3465.875990979839,legitimate,llm
17,4599,0,benign,0,0.99,1,1,,3497,340,2541.993572987849,legitimate,llm
17,2708,0,benign,0,0.99,1,1,,3334,405,10637.82932300819,legitimate,llm
17,4559,0,benign,0,0.99,1,1,,3694,333,3478.7486850109417,legitimate,llm
17,2591,0,benign,0,0.99,1,1,,3755,404,4500.542397989193,legitimate,llm
17,2562,0,benign,0,0.99,1,1,,3366,389,5240.615817980142,legitimate,llm
17,685,1,phish,1,0.92,1,1,,3286,460,4280.261909996625,credential_harvesting,llm
17,2793,0,benign,0,0.99,1,1,,3612,330,2429.124376998516,legitimate,llm
17,60,1,benign,0,0.95,1,0,FN,4620,440,4854.188987985253,legitimate,llm
17,4025,0,benign,0,0.98,1,1,,3583,404,3795.4725259914994,legitimate,llm
17,2941,0,benign,0,0.99,1,1,,3847,368,4557.619840983534,legitimate,llm
17,1878,1,phish,1,0.85,1,1,,3923,391,4560.288029984804,scam,llm
17,3267,0,benign,0,0.99,1,1,,3334,475,4393.85390499956,legitimate,llm
17,3888,0,benign,0,0.98,1,1,,3787,450,4620.051330013666,legitimate,llm
18,962,1,phish,1,0.99,1,1,,3265,375,3357.6512549770996,credential_harvesting,llm
18,971,1,benign,0,0.85,1,0,FN,3920,273,4510.395251010777,legitimate,llm
18,3655,0,benign,0,0.95,1,1,,3757,329,3835.169161000522,legitimate,llm
18,323,1,benign,0,0.95,1,0,FN,4078,439,4825.879985000938,legitimate,llm
18,631,1,benign,0,0.85,1,0,FN,4013,446,5360.895277000964,legitimate,llm
18,414,1,phish,1,0.92,1,1,,3675,433,5189.9960200244095,scam,llm
18,1111,1,phish,1,0.97,1,1,,3063,361,2634.6991540049203,credential_harvesting,llm
18,1951,1,phish,1,0.88,1,1,,1046,460,3695.465710014105,credential_harvesting,llm
18,137,1,phish,1,0.95,1,1,,3353,349,4496.195988002,scam,llm
18,1277,1,phish,1,0.92,1,1,,1093,362,4128.773946984438,credential_harvesting,llm
18,696,1,benign,0,0.95,1,0,FN,2731,336,3470.4124050040264,legitimate,llm
18,2299,1,benign,0,0.98,1,0,FN,3361,366,7017.016152996803,legitimate,llm
18,2370,1,phish,1,0.92,1,1,,3953,434,5471.274504991015,scam,llm
18,464,1,phish,1,0.92,1,1,,3918,429,6452.452395984437,brand_impersonation,llm
18,4484,0,benign,0,0.95,1,1,,3786,321,4962.00866100844,legitimate,
18,297,1,phish,1,0.85,1,1,,1216,327,2476.5440869960003,scam,llm
18,796,1,phish,1,0.92,1,1,,3180,483,4286.125419021118,brand_impersonation,llm
18,155,1,phish,1,0.92,1,1,,3694,491,5024.495624995325,scam,llm
18,1532,1,phish,1,0.92,1,1,,1763,313,3952.3708290071227,credential_harvesting,llm
18,611,1,phish,1,0.85,1,1,,3440,503,6970.169397012796,brand_impersonation,llm
18,4645,0,benign,0,0.99,1,1,,3478,330,5048.131553980056,legitimate,llm
18,1203,1,phish,1,0.85,1,1,,3704,324,3208.6211090208963,brand_impersonation,llm
18,4724,0,benign,0,0.99,1,1,,3500,533,5787.155608006287,legitimate,llm
18,4039,0,benign,0,0.99,1,1,,3555,519,4520.493659016211,legitimate,llm
18,1321,1,phish,1,0.85,1,1,,3745,409,3516.165153007023,brand_impersonation,llm
18,2170,1,benign,0,0.85,1,0,FN,1796,363,4728.596711996943,legitimate,llm
18,2989,0,benign,0,0.99,1,1,,3782,309,3720.6716520013288,legitimate,llm
18,3640,0,benign,0,0.99,1,1,,3754,392,3635.267025005305,legitimate,llm
18,4733,0,benign,0,0.99,1,1,,4442,331,2988.979048008332,legitimate,llm
18,3744,0,benign,0,0.99,1,1,,4152,386,5772.995273000561,legitimate,llm
18,4809,0,benign,0,0.99,1,1,,3298,300,4438.100049010245,legitimate,llm
18,738,1,benign,0,0.99,1,0,FN,3366,398,3126.1621250014286,legitimate,llm
18,540,1,phish,1,0.85,1,1,,3692,427,7636.294585012365,credential_harvesting,llm
18,3300,0,benign,0,0.99,1,1,,4372,337,7085.297394020017,legitimate,llm
18,849,1,phish,1,0.85,1,1,,3668,411,4474.093288008589,credential_harvesting,llm
18,476,1,phish,1,0.95,1,1,,3638,403,2838.865828991402,credential_harvesting,llm
18,2765,0,benign,0,0.95,1,1,,3376,301,3009.7471110057086,legitimate,llm
18,3642,0,benign,0,0.99,1,1,,3703,397,5972.516981011722,legitimate,llm
18,4278,0,benign,0,0.99,1,1,,3720,470,6620.650383993052,legitimate,llm
18,4749,0,benign,0,0.99,1,1,,3418,311,3168.429721990833,legitimate,llm
18,4652,0,benign,0,0.99,1,1,,3516,338,3710.8286029833835,legitimate,llm
18,4076,0,benign,0,0.95,1,1,,3544,446,9710.227558010956,legitimate,llm
18,2996,0,benign,0,0.98,1,1,,3802,489,4239.005929004634,legitimate,llm
18,1858,1,benign,0,0.95,1,0,FN,2938,284,3059.774078981718,legitimate,llm
18,4969,0,benign,0,0.95,1,1,,3760,404,4267.867045011371,legitimate,llm
18,1778,1,benign,0,0.95,1,0,FN,3366,418,4115.660071984166,legitimate,llm
18,2172,1,phish,1,0.85,1,1,,3350,467,3471.9282159931026,brand_impersonation,llm
18,3636,0,benign,0,0.99,1,1,,4054,311,4588.0943950032815,legitimate,llm
18,3925,0,benign,0,0.99,1,1,,3601,345,3013.4466379822697,legitimate,llm
18,1830,1,benign,0,0.92,1,0,FN,3406,453,4831.279302015901,legitimate,llm
19,558,1,phish,1,0.95,1,1,,3148,412,3877.0318170136306,brand_impersonation,llm
19,786,1,phish,1,0.92,1,1,,3950,471,8608.985958009725,legitimate,llm
19,455,1,phish,1,0.92,1,1,,1763,365,7348.316496005282,credential_harvesting,llm
19,733,1,phish,1,0.92,1,1,,1763,347,7110.817396023776,credential_harvesting,llm
19,1702,1,benign,0,0.95,1,0,FN,3950,407,3550.288858008571,legitimate,llm
19,607,1,phish,1,0.92,1,1,,1529,385,3227.886666019913,credential_harvesting,llm
19,96,1,phish,1,0.85,1,1,,2453,387,3050.6271939957514,credential_harvesting,llm
19,468,1,phish,1,0.95,1,1,,3946,461,4067.015396984061,brand_impersonation,llm
19,1775,1,phish,1,0.92,1,1,,1180,354,7249.297338014003,credential_harvesting,llm
19,1029,1,benign,0,0.98,1,0,FN,2816,385,3192.1801609860267,legitimate,llm
19,2013,1,phish,1,0.99,1,1,,1822,497,6098.288770008367,credential_harvesting,llm
19,259,1,phish,1,0.85,1,1,,1797,427,5017.5453560077585,brand_impersonation,llm
19,613,1,phish,1,0.92,1,1,,2813,383,4425.875023007393,credential_harvesting,llm
19,1066,1,phish,1,0.95,1,1,,3930,313,4330.696485005319,legitimate,llm
19,1096,1,phish,1,0.95,1,1,,5050,366,5097.609609016217,brand_impersonation,llm
19,1514,1,phish,1,0.98,1,1,,3342,469,4384.821238985751,brand_impersonation,llm
19,56,1,phish,1,0.92,1,1,,3947,465,6800.600429007318,scam,llm
19,979,1,phish,1,0.95,1,1,,3170,443,4956.999515998177,brand_impersonation,llm
19,1921,1,benign,0,0.95,1,0,FN,1318,339,3594.0003029827494,legitimate,llm
19,398,1,phish,1,0.98,1,1,,3497,423,5675.1687380019575,scam,llm
19,454,1,phish,1,0.92,1,1,,5237,420,6138.096256006975,credential_harvesting,llm
19,78,1,phish,1,0.92,1,1,,3944,398,3292.345516005298,brand_impersonation,llm
19,1006,1,phish,1,0.92,1,1,,3945,425,4234.3319520005025,brand_impersonation,llm
19,1731,1,phish,1,0.85,1,1,,3617,409,5381.287472991971,brand_impersonation,llm
19,1428,1,benign,0,0.85,1,0,FN,3681,420,4962.682674988173,legitimate,llm
19,949,1,phish,1,0.85,1,1,,3745,479,9119.8346230085,brand_impersonation,llm
19,1476,1,phish,1,0.85,1,1,,3703,431,7206.834713986609,credential_harvesting,llm
19,496,1,phish,1,0.85,1,1,,3519,416,6916.36683998513,brand_impersonation,llm
19,22,1,phish,1,0.92,1,1,,3166,433,5483.214235980995,brand_impersonation,llm
19,728,1,benign,0,0.95,1,0,FN,3365,429,3116.7648620030377,legitimate,llm
19,2066,1,phish,1,0.92,1,1,,3331,370,3067.930224002339,credential_harvesting,llm
19,1680,1,benign,0,0.98,1,0,FN,4616,375,3469.703766022576,legitimate,llm
19,1616,1,phish,1,0.92,1,1,,1821,414,10968.52467599092,brand_impersonation,llm
19,2270,1,benign,0,0.92,1,0,FN,3486,336,3386.2744600046426,legitimate,llm
19,72,1,benign,0,0.95,1,0,FN,3932,361,3208.4840380121022,legitimate,llm
19,235,1,phish,1,0.85,1,1,,3349,361,3717.1254529966973,brand_impersonation,llm
19,441,1,phish,1,0.85,1,1,,3635,419,9407.897711003898,brand_impersonation,llm
19,1957,1,phish,1,0.85,1,1,,4121,392,6315.5043050064705,credential_harvesting,
19,2048,1,benign,0,0.95,1,0,FN,3058,403,9045.780669985106,legitimate,llm
19,239,1,phish,1,0.92,1,1,,3948,454,4196.188523987075,brand_impersonation,llm
19,683,1,benign,0,0.85,1,0,FN,1451,309,5164.725123002427,legitimate,llm
19,1412,1,benign,0,0.95,1,0,FN,3378,402,3544.049708987586,legitimate,llm
19,1280,1,phish,1,0.92,1,1,,3449,503,3553.202426992357,brand_impersonation,llm
19,2242,1,benign,0,0.95,1,0,FN,6526,427,23725.17819699715,legitimate,llm
19,1016,1,benign,0,0.95,1,0,FN,3236,403,3769.4777220021933,legitimate,llm
19,490,1,benign,0,0.95,1,0,FN,3764,463,3799.5438690122683,legitimate,llm
19,93,1,phish,1,0.85,1,1,,3433,335,3260.316836007405,brand_impersonation,llm
19,968,1,phish,1,0.85,1,1,,3435,374,2706.309142988175,brand_impersonation,llm
19,4371,0,benign,0,0.99,1,1,,3444,308,4891.327617020579,legitimate,llm
19,1460,1,benign,0,0.95,1,0,FN,3677,312,5489.800810988527,legitimate,llm
20,767,1,phish,1,0.95,1,1,,4257,481,6097.763778991066,scam,llm
20,2490,1,phish,1,0.92,1,1,,3946,363,39834.799399017356,scam,llm
20,483,1,phish,1,0.92,1,1,,4151,380,4740.302960010013,scam,llm
20,2327,1,phish,1,0.95,1,1,,2840,388,7540.180170006352,brand_impersonation,llm
20,2246,1,phish,1,0.92,1,1,,4121,447,9401.6619239992,credential_harvesting,llm
20,2473,1,phish,1,0.92,1,1,,4110,417,9351.596747001167,scam,llm
20,2206,1,phish,1,0.95,1,1,,3871,402,7939.315399999032,scam,llm
20,699,1,phish,1,0.95,1,1,,4186,438,5921.105251007248,scam,llm
20,2304,1,benign,0,0.95,1,0,FN,3950,435,6073.871692002285,legitimate,llm
20,2424,1,phish,1,0.92,1,1,,2443,468,3465.093473001616,brand_impersonation,llm
20,164,1,phish,1,0.92,1,1,,3469,392,3313.0061410192866,brand_impersonation,llm
20,2848,0,benign,0,0.95,1,1,,3179,449,9227.537244005362,legitimate,llm
20,2088,1,benign,0,0.95,1,0,FN,2520,343,7259.344677004265,legitimate,llm
20,221,1,phish,1,0.95,1,1,,3845,437,8597.847676021047,scam,llm
20,1834,1,phish,1,0.95,1,1,,4018,373,4854.890268994495,scam,llm
20,2411,1,phish,1,0.92,1,1,,1969,436,12991.161084006308,brand_impersonation,llm
20,4134,0,benign,0,0.95,1,1,,3155,344,3523.3120680204593,legitimate,llm
20,829,1,benign,0,0.85,1,0,FN,3414,272,2993.200600001728,legitimate,llm
20,1194,1,phish,1,0.95,1,1,,3999,378,3622.4928210140206,scam,llm
20,2109,1,phish,1,0.92,1,1,,3708,434,5345.120700018015,brand_impersonation,llm
20,2365,1,phish,1,0.85,1,1,,3945,393,3690.9009990049526,credential_harvesting,llm
20,4546,0,benign,0,0.98,1,1,,4002,399,7205.724161991384,legitimate,llm
20,1436,1,phish,1,0.92,1,1,,4184,433,5164.782272011507,scam,llm
20,2487,1,phish,1,0.95,1,1,,2518,424,7980.989658011822,brand_impersonation,llm
20,2427,1,phish,1,0.92,1,1,,3339,474,8799.666633974994,brand_impersonation,llm
20,1627,1,phish,1,0.95,1,1,,4039,448,7899.232305004261,scam,llm
20,4224,0,benign,0,0.99,1,1,,3798,400,7531.8566619826015,legitimate,llm
20,1095,1,phish,1,0.95,1,1,,4236,421,6158.382441994036,scam,llm
20,2744,0,benign,0,0.99,1,1,,5351,406,5461.028311023256,legitimate,llm
